,OBJECTID,ARREST_DATE,TOP_CHARGE_DESC,HOME_PSA,CRIME_PSA,District
364,365,2011-02-10T00:00:00.000Z,Simple Asssault,602,501,5
365,366,2011-02-10T00:00:00.000Z,Felony Escapee Warrant,706,706,7
366,367,2011-02-10T00:00:00.000Z,Juvenile Custody Order - Court Charge,302,101,1
367,368,2011-02-10T00:00:00.000Z,Simple Asssault,405,405,4
368,369,2011-02-10T00:00:00.000Z,Simple Asssault,405,405,4
369,370,2011-02-11T00:00:00.000Z,Possession of Prohibited Weapons (B),703,703,7
370,371,2011-02-11T00:00:00.000Z,Simple Asssault,701,607,6
371,372,2011-02-11T00:00:00.000Z,Assault on Member of Police or Fire Dept (Armed or Otherwise),103,104,1
372,373,2011-02-11T00:00:00.000Z,Juvenile Custody Order - Court Charge,703,701,7
373,374,2011-02-11T00:00:00.000Z,Threats (Felony),704,704,7
374,375,2011-02-11T00:00:00.000Z,UCSA PWID Marijuana,604,302,3
375,376,2011-02-11T00:00:00.000Z,Juvenile Custody Order - Court Charge,706,601,6
376,377,2011-02-11T00:00:00.000Z,Simple Asssault,604,604,6
377,378,2011-02-11T00:00:00.000Z,Possession of Prohibited Weapons (B),607,101,1
378,379,2011-02-11T00:00:00.000Z,Simple Asssault,402,402,4
379,380,2011-02-11T00:00:00.000Z,Simple Asssault,402,402,4
380,381,2011-02-11T00:00:00.000Z,Simple Asssault,402,402,4
381,382,2011-02-11T00:00:00.000Z,Simple Asssault,402,402,4
382,383,2011-02-11T00:00:00.000Z,UCSA PWID Marijuana,602,602,6
383,384,2011-02-12T00:00:00.000Z,Juvenile Custody Order - Court Charge,106,106,1
384,385,2011-02-12T00:00:00.000Z,Simple Asssault,104,104,1
385,386,2011-02-12T00:00:00.000Z,Kidnapping,704,101,1
386,387,2011-02-12T00:00:00.000Z,Absconder,702,101,1
387,388,2011-02-13T00:00:00.000Z,Carrying Pistol w/out License 1st Offense,,504,5
388,389,2011-02-13T00:00:00.000Z,Theft 2nd Degree,602,302,3
389,390,2011-02-13T00:00:00.000Z,Juvenile Custody Order - Prepetition,603,603,6
390,391,2011-02-13T00:00:00.000Z,Theft 2nd Degree,,202,2
393,394,2011-02-14T00:00:00.000Z,Simple Asssault,603,403,4
394,395,2011-02-14T00:00:00.000Z,Disorderly Conduct (Affrays),605,607,6
395,396,2011-02-14T00:00:00.000Z,Simple Asssault,701,607,6
396,397,2011-02-14T00:00:00.000Z,Simple Asssault,305,305,3
397,398,2011-02-14T00:00:00.000Z,Simple Asssault,602,602,6
398,399,2011-02-14T00:00:00.000Z,Other Misdemeanor Offense,104,601,6
399,400,2011-02-14T00:00:00.000Z,Attempt Burglary II/Attempt to Commit a Crime -- Burglary I,104,104,1
400,401,2011-02-14T00:00:00.000Z,Attempt Burglary II/Attempt to Commit a Crime -- Burglary I,104,104,1
401,402,2011-02-14T00:00:00.000Z,Attempt Burglary II/Attempt to Commit a Crime -- Burglary I,104,104,1
402,403,2011-02-14T00:00:00.000Z,Attempt Burglary II/Attempt to Commit a Crime -- Burglary I,104,104,1
403,404,2011-02-14T00:00:00.000Z,Juvenile Custody Order - Prepetition,705,101,1
404,405,2011-02-15T00:00:00.000Z,Juvenile Custody Order - Prepetition,107,208,2
405,406,2011-02-15T00:00:00.000Z,Absconder,,504,5
406,407,2011-02-15T00:00:00.000Z,Simple Asssault,504,504,5
407,408,2011-02-15T00:00:00.000Z,Robbery -- Force & Violence,705,303,3
408,409,2011-02-15T00:00:00.000Z,Robbery -- Force & Violence,705,303,3
409,410,2011-02-15T00:00:00.000Z,Robbery -- Force & Violence,704,303,3
410,411,2011-02-15T00:00:00.000Z,Carjacking -- Armed,604,606,6
411,412,2011-02-15T00:00:00.000Z,UCSA Possession Marijuana,403,404,4
412,413,2011-02-15T00:00:00.000Z,Simple Asssault,706,706,7
413,414,2011-02-15T00:00:00.000Z,Destruction of Property (Misdemeanor),403,403,4
414,415,2011-02-15T00:00:00.000Z,Unlawful Entry on Property,502,101,1
415,416,2011-02-16T00:00:00.000Z,UCSA Distribution Cocaine (Crack),106,106,1
416,417,2011-02-16T00:00:00.000Z,Juvenile Custody Order - Prepetition,107,107,1
417,418,2011-02-16T00:00:00.000Z,Burglary -- Forced Entry -- Non-Resident,705,107,1
418,419,2011-02-16T00:00:00.000Z,Unauthorized Use of Vehicle (Driver),405,504,5
419,420,2011-02-16T00:00:00.000Z,Threats to Bodily Harm,505,505,5
420,421,2011-02-16T00:00:00.000Z,Fugitive from Justice,604,503,5
421,422,2011-02-16T00:00:00.000Z,Other Misdemeanor Offense,705,302,3
422,423,2011-02-16T00:00:00.000Z,Juvenile Custody Order - Court Charge,603,603,6
423,424,2011-02-16T00:00:00.000Z,Fugitive from Justice,602,602,6
424,425,2011-02-16T00:00:00.000Z,Assault w/Intent to Rob,308,305,3
425,426,2011-02-16T00:00:00.000Z,Juvenile Custody Order - Court Charge,405,405,4
426,427,2011-02-17T00:00:00.000Z,Robbery -- Force & Violence,601,103,1
427,428,2011-02-17T00:00:00.000Z,Simple Asssault,104,607,6
428,429,2011-02-17T00:00:00.000Z,Robbery -- Force & Violence,601,208,2
429,430,2011-02-17T00:00:00.000Z,Unlawful Entry on Property,706,706,7
430,431,2011-02-17T00:00:00.000Z,Unlawful Entry on Property,706,706,7
431,432,2011-02-17T00:00:00.000Z,Juvenile Custody Order - Prepetition,602,403,4
432,433,2011-02-17T00:00:00.000Z,Simple Asssault,706,604,6
433,434,2011-02-17T00:00:00.000Z,Threats (Felony),104,104,1
434,435,2011-02-18T00:00:00.000Z,Unregistered Firearm,603,603,6
435,436,2011-02-18T00:00:00.000Z,Juvenile Custody Order - Court Charge,504,504,5
436,437,2011-02-18T00:00:00.000Z,Other Felony Offense,701,701,7
437,438,2011-02-18T00:00:00.000Z,UCSA PWID Marijuana,606,402,4
438,439,2011-02-18T00:00:00.000Z,Receiving Stolen Goods -- $100 & Over,602,302,3
439,440,2011-02-18T00:00:00.000Z,No Permit,505,505,5
440,441,2011-02-18T00:00:00.000Z,Simple Asssault,504,302,3
441,442,2011-02-18T00:00:00.000Z,Robbery -- Force & Violence,,603,6
442,443,2011-02-18T00:00:00.000Z,Assault on Member of Police or Fire Dept (Armed or Otherwise),601,601,6
443,444,2011-02-18T00:00:00.000Z,Fugitive from Justice,,602,6
444,445,2011-02-18T00:00:00.000Z,Robbery - Purse snatch (Force) $100 & Over,308,501,5
445,446,2011-02-18T00:00:00.000Z,Unlawful Entry on Property,607,106,1
446,447,2011-02-18T00:00:00.000Z,Simple Asssault,602,602,6
447,448,2011-02-18T00:00:00.000Z,UCSA PWID Cocaine,,,0
448,449,2011-02-19T00:00:00.000Z,Juvenile Custody Order - Court Charge,304,304,3
449,450,2011-02-19T00:00:00.000Z,No Permit,504,504,5
450,451,2011-02-19T00:00:00.000Z,Possession of Implements of Crime,504,504,5
451,452,2011-02-19T00:00:00.000Z,Simple Asssault,504,504,5
452,453,2011-02-19T00:00:00.000Z,Juvenile Custody Order - Court Charge,705,705,7
454,455,2011-02-20T00:00:00.000Z,Robbery -- Force & Violence,701,101,1
455,456,2011-02-20T00:00:00.000Z,ADW -- Other Dangerous Weapon/Assault w/Intent to Commit Sodomy While Armed,101,101,1
456,457,2011-02-20T00:00:00.000Z,ADW -- Other Dangerous Weapon/Assault w/Intent to Commit Sodomy While Armed,101,101,1
457,458,2011-02-20T00:00:00.000Z,Simple Asssault,405,501,5
458,459,2011-02-20T00:00:00.000Z,Threats (Felony),603,603,6
459,460,2011-02-20T00:00:00.000Z,Simple Asssault,704,302,3
460,461,2011-02-20T00:00:00.000Z,Simple Asssault,602,602,6
461,462,2011-02-21T00:00:00.000Z,Burglary -- Forced Entry -- Non-Resident,705,501,5
462,463,2011-02-21T00:00:00.000Z,Other Felony Offense,705,501,5
463,464,2011-02-21T00:00:00.000Z,Other Felony Offense,501,504,5
464,465,2011-02-21T00:00:00.000Z,Other Felony Offense,501,504,5
465,466,2011-02-21T00:00:00.000Z,Burglary -- Forced Entry -- Non-Resident,705,504,5
466,467,2011-02-21T00:00:00.000Z,Threats in a Menacing Manner,403,403,4
467,468,2011-02-21T00:00:00.000Z,Simple Asssault,601,601,6
468,469,2011-02-22T00:00:00.000Z,Juvenile Custody Order - Court Charge,504,504,5
469,470,2011-02-22T00:00:00.000Z,Assault on Member of Police or Fire Dept (Armed or Otherwise),705,504,5
470,471,2011-02-22T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),402,402,4
471,472,2011-02-22T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),,602,6
472,473,2011-02-22T00:00:00.000Z,First Degree Murder/Willful Homicide,,604,6
473,474,2011-02-22T00:00:00.000Z,Unlawful Entry on Property,402,104,1
474,475,2011-02-22T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),702,405,4
475,476,2011-02-23T00:00:00.000Z,Failure to Obey,505,703,7
476,477,2011-02-23T00:00:00.000Z,Juvenile Custody Order - Court Charge,,505,5
477,478,2011-02-23T00:00:00.000Z,UCSA PWID Cocaine (Crack),504,504,5
478,479,2011-02-23T00:00:00.000Z,Threats to Bodily Harm,504,102,1
479,480,2011-02-23T00:00:00.000Z,Unlawful Entry on Property,706,706,7
480,481,2011-02-23T00:00:00.000Z,Juvenile Custody Order - Court Charge,501,501,5
481,482,2011-02-24T00:00:00.000Z,UCSA Possession Marijuana,403,304,3
482,483,2011-02-24T00:00:00.000Z,Juvenile Custody Order - Court Charge,704,704,7
483,484,2011-02-24T00:00:00.000Z,Simple Asssault,705,705,7
484,485,2011-02-24T00:00:00.000Z,Simple Asssault,606,203,2
485,486,2011-02-24T00:00:00.000Z,Contempt of Court,602,602,6
486,487,2011-02-24T00:00:00.000Z,Simple Asssault,602,603,6
487,488,2011-02-24T00:00:00.000Z,Simple Asssault,602,603,6
488,489,2011-02-24T00:00:00.000Z,Destroying Stolen Property (Over $100 or Otherwise),706,706,7
489,490,2011-02-24T00:00:00.000Z,Simple Asssault,405,402,4
490,491,2011-02-24T00:00:00.000Z,No Permit,504,504,5
491,492,2011-02-24T00:00:00.000Z,Unauthorized Use of Vehicle (Driver),705,505,5
492,493,2011-02-24T00:00:00.000Z,No Permit,705,505,5
493,494,2011-02-25T00:00:00.000Z,Absconder,,101,1
494,495,2011-02-25T00:00:00.000Z,Robbery of Individul w/Gun,704,705,7
495,496,2011-02-25T00:00:00.000Z,Simple Asssault,702,607,6
496,497,2011-02-25T00:00:00.000Z,Simple Asssault,,607,6
497,498,2011-02-25T00:00:00.000Z,Simple Asssault,,607,6
498,499,2011-02-25T00:00:00.000Z,Simple Asssault,,607,6
499,500,2011-02-25T00:00:00.000Z,Juvenile Custody Order - Court Charge,505,404,4
500,501,2011-02-25T00:00:00.000Z,Other Metro Transit Charge,,602,6
501,502,2011-02-25T00:00:00.000Z,Theft 2nd Degree,,602,6
502,503,2011-02-25T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),403,201,2
503,504,2011-02-25T00:00:00.000Z,Unauthorized Use of Vehicle (Driver),403,201,2
504,505,2011-02-25T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),706,201,2
505,506,2011-02-25T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),402,201,2
506,507,2011-02-26T00:00:00.000Z,1st Degree Sexual Abuse,404,,0
507,508,2011-02-26T00:00:00.000Z,UCSA Possession Drug Paraphernalia,504,504,5
508,509,2011-02-26T00:00:00.000Z,Felony Assault,106,302,3
509,510,2011-02-26T00:00:00.000Z,Felony Assault,607,302,3
510,511,2011-02-26T00:00:00.000Z,Simple Asssault,602,604,6
511,512,2011-02-26T00:00:00.000Z,Unlawful Entry on Property,705,603,6
512,513,2011-02-26T00:00:00.000Z,Simple Asssault,706,706,7
513,514,2011-02-26T00:00:00.000Z,Robbery - Purse snatch (Force) $100 & Over,105,101,1
514,515,2011-02-26T00:00:00.000Z,Assault on Member of Police or Fire Dept (Armed or Otherwise),403,201,2
515,516,2011-02-26T00:00:00.000Z,Robbery/Attempt to Commit Robbery,404,104,1
516,517,2011-02-26T00:00:00.000Z,Destruction of Property (Felony),603,603,6
517,518,2011-02-27T00:00:00.000Z,Simple Asssault,,706,7
518,519,2011-02-27T00:00:00.000Z,CSA Possession Marijuana,706,703,7
519,520,2011-02-27T00:00:00.000Z,Robbery -- Force & Violence,607,602,6
520,521,2011-02-27T00:00:00.000Z,ADW -- Other Dangerous Weapon/Assault w/Intent to Commit Sodomy While Armed,504,102,1
521,522,2011-02-27T00:00:00.000Z,ADW -- Other Dangerous Weapon/Assault w/Intent to Commit Sodomy While Armed,504,102,1
522,523,2011-02-27T00:00:00.000Z,Juvenile Custody Order - Prepetition,104,104,1
523,524,2011-02-27T00:00:00.000Z,Simple Asssault,706,104,1
524,525,2011-02-27T00:00:00.000Z,Burglary -- Forced Entry -- Non-Resident,106,101,1
527,528,2011-02-28T00:00:00.000Z,Simple Asssault,604,206,2
528,529,2011-02-28T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),502,402,4
529,530,2011-02-28T00:00:00.000Z,Burglary -- Forced Entry -- Non-Resident,705,705,7
530,531,2011-02-28T00:00:00.000Z,Robbery -- Force & Violence,505,405,4
531,532,2011-02-28T00:00:00.000Z,Robbery -- Force & Violence,402,405,4
532,533,2011-03-01T00:00:00.000Z,Robbery -- Force & Violence,302,305,3
533,534,2011-03-01T00:00:00.000Z,Robbery -- Force & Violence,304,305,3
534,535,2011-03-01T00:00:00.000Z,Juvenile Custody Order - Prepetition,304,504,5
535,536,2011-03-01T00:00:00.000Z,Felony Escapee Warrant,501,501,5
536,537,2011-03-01T00:00:00.000Z,UCSA Possession Marijuana,605,605,6
537,538,2011-03-01T00:00:00.000Z,Theft 2nd Degree,404,302,3
538,539,2011-03-01T00:00:00.000Z,Simple Asssault,604,604,6
539,540,2011-03-01T00:00:00.000Z,Juvenile Custody Order - Prepetition,601,601,6
540,541,2011-03-01T00:00:00.000Z,UCSA Possession Marijuana,604,604,6
541,542,2011-03-01T00:00:00.000Z,Destruction of Property (Felony),604,604,6
542,543,2011-03-01T00:00:00.000Z,Simple Asssault,604,103,1
543,544,2011-03-01T00:00:00.000Z,Simple Asssault,604,103,1
544,545,2011-03-02T00:00:00.000Z,UCSA Possession Marijuana,602,602,6
545,546,2011-03-02T00:00:00.000Z,Armed Robbery,104,104,1
546,547,2011-03-02T00:00:00.000Z,Theft 1st Degree,104,104,1
547,548,2011-03-02T00:00:00.000Z,Failure to Appear,,101,1
548,549,2011-03-02T00:00:00.000Z,UCSA Distribution Cocaine (Crack),,101,1
549,550,2011-03-02T00:00:00.000Z,Simple Asssault,,104,1
550,551,2011-03-02T00:00:00.000Z,Simple Asssault,706,104,1
551,552,2011-03-02T00:00:00.000Z,ADW -- Other Dangerous Weapon/Assault w/Intent to Commit Sodomy While Armed,,208,2
552,553,2011-03-02T00:00:00.000Z,ADW -- Other Dangerous Weapon/Assault w/Intent to Commit Sodomy While Armed,,208,2
553,554,2011-03-02T00:00:00.000Z,Simple Asssault,103,103,1
554,555,2011-03-02T00:00:00.000Z,Threats to Bodily Harm,602,206,2
555,556,2011-03-02T00:00:00.000Z,Fugitive from Justice,,702,7
556,557,2011-03-02T00:00:00.000Z,Threats to Bodily Harm,706,705,7
557,558,2011-03-02T00:00:00.000Z,Simple Asssault,705,705,7
558,559,2011-03-02T00:00:00.000Z,Simple Asssault,703,705,7
559,560,2011-03-02T00:00:00.000Z,Simple Asssault,705,705,7
560,561,2011-03-02T00:00:00.000Z,Threats to Bodily Harm,404,302,3
561,562,2011-03-02T00:00:00.000Z,Simple Asssault,602,203,2
562,563,2011-03-02T00:00:00.000Z,Simple Asssault,103,504,5
563,564,2011-03-02T00:00:00.000Z,Juvenile Custody Order - Court Charge,502,101,1
565,566,2011-03-03T00:00:00.000Z,Failure to Appear,603,603,6
566,567,2011-03-03T00:00:00.000Z,Theft 2nd Degree,403,206,2
567,568,2011-03-03T00:00:00.000Z,Theft 2nd Degree,604,206,2
568,569,2011-03-03T00:00:00.000Z,Threats in a Menacing Manner,604,103,1
569,570,2011-03-03T00:00:00.000Z,Juvenile Custody Order - Court Charge,704,704,7
570,571,2011-03-03T00:00:00.000Z,Unlawful Entry on Property,704,704,7
571,572,2011-03-03T00:00:00.000Z,UCSA Possession Marijuana,304,304,3
572,573,2011-03-03T00:00:00.000Z,Unlawful Entry on Property,504,504,5
573,574,2011-03-03T00:00:00.000Z,UCSA Possession Marijuana,702,703,7
574,575,2011-03-03T00:00:00.000Z,Juvenile Custody Order - Court Charge,403,404,4
575,576,2011-03-03T00:00:00.000Z,Simple Asssault,603,603,6
576,577,2011-03-03T00:00:00.000Z,Metro Fare Evasion,602,602,6
577,578,2011-03-03T00:00:00.000Z,Unlawful Entry on Property,706,706,7
578,579,2011-03-03T00:00:00.000Z,Theft 2nd Degree,504,101,1
579,580,2011-03-03T00:00:00.000Z,Simple Asssault,401,402,4
580,581,2011-03-03T00:00:00.000Z,Simple Asssault,402,402,4
581,582,2011-03-03T00:00:00.000Z,Possession of Prohibited Weapons (B),703,504,5
582,583,2011-03-04T00:00:00.000Z,Simple Asssault,703,511,5
583,584,2011-03-04T00:00:00.000Z,Robbery -- Force & Violence,602,602,6
584,585,2011-03-04T00:00:00.000Z,Felony Escapee Warrant,,702,7
585,586,2011-03-04T00:00:00.000Z,Robbery -- Force & Violence,706,705,7
586,587,2011-03-04T00:00:00.000Z,UCSA Possession Marijuana,601,601,6
587,588,2011-03-04T00:00:00.000Z,UCSA PWID PCP,703,706,7
588,589,2011-03-04T00:00:00.000Z,Juvenile Custody Order - Court Charge,404,404,4
589,590,2011-03-04T00:00:00.000Z,Destruction of Property (Misdemeanor),404,404,4
590,591,2011-03-04T00:00:00.000Z,Unauthorized Use of Vehicle (Driver),705,103,1
591,592,2011-03-04T00:00:00.000Z,Metro Fare Evasion,101,101,1
592,593,2011-03-04T00:00:00.000Z,Simple Asssault,403,402,4
593,594,2011-03-04T00:00:00.000Z,UCSA Possession Marijuana,402,402,4
594,595,2011-03-04T00:00:00.000Z,Simple Asssault,403,402,4
595,596,2011-03-04T00:00:00.000Z,Felony Escapee Warrant,104,104,1
596,597,2011-03-04T00:00:00.000Z,Juvenile Custody Order - Court Charge,604,101,1
598,599,2011-03-05T00:00:00.000Z,Juvenile Custody Order - Prepetition,701,701,7
599,600,2011-03-05T00:00:00.000Z,Unlawful Entry on Property,305,501,5
600,601,2011-03-05T00:00:00.000Z,Urinating or Defecating in Public,,505,5
601,602,2011-03-05T00:00:00.000Z,Unauthorized Use of Vehicle (Passenger),102,106,1
602,603,2011-03-05T00:00:00.000Z,Illegal Gambling,706,706,7
603,604,2011-03-05T00:00:00.000Z,UCSA PWID Marijuana,706,302,3
604,605,2011-03-05T00:00:00.000Z,Prostitution (Sexual Solicitation),,603,6
605,606,2011-03-05T00:00:00.000Z,Simple Asssault,603,603,6
606,607,2011-03-05T00:00:00.000Z,ADW -- Knife,705,705,7
607,608,2011-03-05T00:00:00.000Z,UCSA PWID PCP,,604,6
608,609,2011-03-05T00:00:00.000Z,Threats (Felony),403,403,4
609,610,2011-03-06T00:00:00.000Z,Felony Assault,702,702,7
610,611,2011-03-06T00:00:00.000Z,Juvenile Custody Order - Court Charge,605,605,6
611,612,2011-03-06T00:00:00.000Z,Simple Asssault,403,403,4
612,613,2011-03-06T00:00:00.000Z,Robbery - Purse snatch (Force) $100 & Over,602,106,1
613,614,2011-03-06T00:00:00.000Z,Robbery - Purse snatch (Force) $100 & Over,602,106,1
614,615,2011-03-06T00:00:00.000Z,Receiving Stolen Goods -- $100 & Over,,106,1
615,616,2011-03-07T00:00:00.000Z,Reckless Driving,504,504,5
616,617,2011-03-07T00:00:00.000Z,Simple Asssault,403,403,4
617,618,2011-03-07T00:00:00.000Z,Threats (Felony),405,502,5
618,619,2011-03-07T00:00:00.000Z,Possession of Prohibited Weapons (B),504,103,1
619,620,2011-03-07T00:00:00.000Z,Juvenile Custody Order - Court Charge,103,103,1
620,621,2011-03-07T00:00:00.000Z,Simple Asssault,603,603,6
621,622,2011-03-07T00:00:00.000Z,Simple Asssault,701,702,7
622,623,2011-03-07T00:00:00.000Z,2nd Degree Child Sexual Abuse,701,701,7
623,624,2011-03-07T00:00:00.000Z,Destruction of Property (Misdemeanor),602,602,6
624,625,2011-03-07T00:00:00.000Z,Robbery - Purse snatch (Force) $50-$99.99,603,603,6
625,626,2011-03-07T00:00:00.000Z,Simple Asssault,705,705,7
626,627,2011-03-07T00:00:00.000Z,Simple Asssault,402,402,4
627,628,2011-03-07T00:00:00.000Z,Carrying Pistol w/out License 1st Offense,,405,4
628,629,2011-03-07T00:00:00.000Z,Carrying Dangerous Weapon (CDW) or Knife,102,102,1
629,630,2011-03-08T00:00:00.000Z,Unlawful Entry on Property,305,501,5
630,631,2011-03-08T00:00:00.000Z,Juvenile Custody Order - Court Charge,504,504,5
631,632,2011-03-08T00:00:00.000Z,Juvenile Custody Order - Court Charge,504,504,5
632,633,2011-03-08T00:00:00.000Z,Juvenile Custody Order - Court Charge,504,504,5
633,634,2011-03-08T00:00:00.000Z,UCSA Possession Marijuana,101,104,1
634,635,2011-03-08T00:00:00.000Z,UCSA Possession Marijuana,701,702,7
635,636,2011-03-08T00:00:00.000Z,Other Misdemeanor Offense,602,602,6
636,637,2011-03-08T00:00:00.000Z,Assault on Member of Police or Fire Dept (Armed or Otherwise),301,301,3
637,638,2011-03-08T00:00:00.000Z,Threats to Bodily Harm,705,705,7
638,639,2011-03-08T00:00:00.000Z,Unlawful Entry on Property,604,602,6
639,640,2011-03-08T00:00:00.000Z,Simple Asssault,604,604,6
640,641,2011-03-08T00:00:00.000Z,Robbery -- Force & Violence,604,405,4
641,642,2011-03-08T00:00:00.000Z,Robbery -- Force & Violence,604,405,4
642,643,2011-03-08T00:00:00.000Z,Carrying Pistol w/out License 1st Offense,703,703,7
643,644,2011-03-09T00:00:00.000Z,UCSA PWID Cocaine (Crack),604,101,1
644,645,2011-03-09T00:00:00.000Z,Carrying Pistol w/out License 1st Offense,304,305,3
645,646,2011-03-09T00:00:00.000Z,Simple Asssault,602,103,1
646,647,2011-03-09T00:00:00.000Z,Assault on Member of Police or Fire Dept (Armed or Otherwise),103,103,1
647,648,2011-03-09T00:00:00.000Z,UCSA Distributing Marijuana,403,404,4
648,649,2011-03-09T00:00:00.000Z,Simple Asssault,404,104,1
649,650,2011-03-09T00:00:00.000Z,UCSA Possession Marijuana,601,604,6
650,651,2011-03-09T00:00:00.000Z,Robbery -- Force & Violence,602,604,6
651,652,2011-03-09T00:00:00.000Z,Robbery -- Force & Violence,603,604,6
652,653,2011-03-09T00:00:00.000Z,Burglary -- Forced Entry -- Non-Resident,604,604,6
653,654,2011-03-09T00:00:00.000Z,Second Degree Burglary (Armed or Otherwise),604,604,6
654,655,2011-03-09T00:00:00.000Z,Absconder,104,101,1
655,656,2011-03-10T00:00:00.000Z,Absconder,106,106,1
656,657,2011-03-10T00:00:00.000Z,Robbery - Purse snatch (Force) $50-$99.99,505,104,1
657,658,2011-03-10T00:00:00.000Z,Absconder,501,501,5
658,659,2011-03-10T00:00:00.000Z,Receiving Stolen Goods -- Under $100,706,705,7
659,660,2011-03-11T00:00:00.000Z,Juvenile Custody Order - Court Charge,504,101,1
660,661,2011-03-11T00:00:00.000Z,Receiving Stolen Goods -- $100 & Over,704,704,7
